geonameid,city,longitude,latitude,feature_code,20220227,20220228,20220301,20220302,20220303,20220304,20220305,20220308,20220309,20220310,20220311,20220312,20220313,20220314,20220315,20220316,20220317,20220318,20220319,20220320,20220321,20220322,20220323,20220324,20220325,initial,current,occupy_change,contested
8630753.0,Bidany,34.66158,50.25946,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630754.0,Plastiuky,34.65866,50.27884,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630824.0,Kharchenky,34.76013,50.5902,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8630876.0,Oblohy,34.64385,50.784040000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,PPL,UA,Yes,22
8630878.0,Velykyi Yar,34.656620000000004,50.8295,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,PPL,UA,Yes,22
8630879.0,Kharkivshchyna,34.696740000000005,50.80356,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,PPL,UA,Yes,22
8630880.0,Ryboten,34.78842,50.27939,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630886.0,Pydloziivka,34.883590000000005,50.2682,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630887.0,Manchychi,34.97547,50.32526,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630888.0,Korabelske,34.95085,50.34541,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630889.0,Dobroslavivka,34.81693,50.32653,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630890.0,Borzivshchyna,34.75861,50.33574,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630891.0,Prystan,34.842729999999996,50.33933,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630892.0,Koziatyn,34.86059,50.35674,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630893.0,Pisky,34.840759999999996,50.3722,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630894.0,Pasiky,34.81584,50.392920000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630895.0,Zalisne,34.94028,50.35498,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630896.0,Podil,34.89196,50.37812,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630897.0,Nove,34.80872,50.39976,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630898.0,Lyse,34.790929999999996,50.40358,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630899.0,Sadky,34.77858,50.41024,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8630900.0,Vynohradne,34.77202,50.504670000000004,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8630901.0,Vovkiv,34.92463,50.56078,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8630902.0,Lisne,35.00517,50.52087,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8630903.0,Skriahivka,34.80859,50.533570000000005,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8630905.0,Zaliznychne,34.87596,50.65822,PPL,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,CONTESTED,PPL,CONTESTED,No,1
8632003.0,Vasylivka,35.11949,50.27819,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8632017.0,Vesele,35.16148,50.29515,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8634330.0,Zavodske,35.15224,50.336690000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8636315.0,Mali Fesky,35.96822,50.15455,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8645625.0,Heraskivske,39.526759999999996,49.64716,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
8645626.0,Zelenyi Hai,39.2341,49.67644,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,5
8661121.0,Kurochkyne,37.406079999999996,49.84833,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661123.0,Tsybivka,37.397529999999996,49.87064,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661195.0,Nova Oleksandrivka,37.313359999999996,49.921890000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661220.0,Lytvynivka,37.3719,50.0039,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661224.0,Holubivka,37.32326,50.01263,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661225.0,Lebedivka,37.33958,50.01263,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661226.0,Balka,37.36427,50.0429,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661227.0,Mykolaivka,37.390879999999996,50.12186,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661228.0,Zamist,37.39808,50.06885,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661435.0,Lozova Persha,37.53901,49.868970000000004,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661590.0,Hrianykivka,37.70925,49.83827,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661591.0,Dvorichne,37.7308,49.854729999999996,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661592.0,Tyshchenkivka,37.55438,49.76678,PPL,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,2
8661759.0,Blahodativka,37.54048,49.67903,PPL,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,2
8661833.0,Vasylivka,37.504290000000005,49.66336,PPL,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,2
8661834.0,Poidunivka,37.51512,49.6485,PPL,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,2
8661850.0,Velykyi Vyselok,37.886520000000004,49.83552,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8661877.0,Petrivka,37.80202,49.94213,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,15
8663536.0,Taranushyne,36.92823,49.56607,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,RU,PPL,RU,No,7
8669029.0,Biskvitne,36.502759999999995,49.94234,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,7
8669642.0,Brazhnyky,36.40756,49.99284,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,3
8669659.0,Zernove,36.446670000000005,49.988620000000004,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,3
8669661.0,Peremoha,36.37641,49.98911,PPL,UA,UA,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPL,UA,Yes,3
8673776.0,Kholodna Hora,36.18156,49.982009999999995,PPLX,UA,UA,CONTESTED,CONTESTED,CONTESTED,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,UA,PPLX,UA,Yes,3
8678990.0,Filonenki,35.98668,50.12509,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695968.0,Kilochky,34.480579999999996,50.240829999999995,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695969.0,Dubivka,34.47423,50.20694,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695970.0,Khmarivka,34.4605,50.20606,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695971.0,Dubiahy,34.49635,50.19416,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695973.0,Tymchenky,34.49814,50.11074,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8695974.0,Vasylkove,34.43844,50.13282,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8696041.0,Svichkarivshchyna,34.54294,50.23689,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8696042.0,Popelivshchyna,34.7457,50.23602,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8698882.0,Peremoha,34.88862,50.19934,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8698910.0,Vosme Bereznia,34.93117,50.20443,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8698911.0,Kaminne,34.82423,50.15478,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8699299.0,Myrne,35.060140000000004,50.22298,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8707492.0,Morozy,34.44178,50.05438,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8707493.0,Petro-Hannivka,34.44008,50.08093,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8707494.0,Kholodovshchina,34.56559,50.104040000000005,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8722571.0,Perelisky,34.3174,50.20933,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
8722575.0,Pelenkivshchyna,34.339859999999994,50.18955,PPL,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,CONTESTED,PPL,CONTESTED,No,25
